seq,case_id,activity_id,timestamp,resource_id,player_team,teams_play,quarter,outcome,shot_type,shot_distance_by_foot,shot_points,score_board_dal,score_board_bos
1168,play_178,dribble,20:46:39,Jaden Hardy,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,86,106
1169,play_178,shot-make,20:46:51,Jaden Hardy,Dallas Mavericks,Dallas Mavericks,4th quarter,1,step back jump shot,18,2,88,106
1170,play_179,pass,20:46:51,Jrue Holiday,Boston Celtics,Boston Celtics,4th quarter,1,,,,88,106
1171,play_179,dribble,20:46:51,Derrick White,Boston Celtics,Boston Celtics,4th quarter,1,,,,88,106
1172,play_179,shot-miss,20:47:12,Derrick White,Boston Celtics,Boston Celtics,4th quarter,0,pullup jump shot,21,2,88,106
1173,play_180,defensive-rebound,20:47:14,Olivier-Maxence Prosper,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,88,106
1174,play_180,dribble,20:47:14,Olivier-Maxence Prosper,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,88,106
1175,play_180,foul,20:47:21,Sam Hauser,Boston Celtics,Dallas Mavericks,4th quarter,1,,,,88,106
1176,play_180,pass,20:47:22,A.J. Lawson,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,88,106
1177,play_180,dribble,20:47:22,Jaden Hardy,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,88,106
1178,play_180,shot-miss,20:47:27,Jaden Hardy,Dallas Mavericks,Dallas Mavericks,4th quarter,0,driving dunk,2,2,88,106
1179,play_181,defensive-rebound,20:47:27,Svi Mykhailiuk,Boston Celtics,Boston Celtics,4th quarter,1,,,,88,106
1180,play_181,pass,20:47:28,Svi Mykhailiuk,Boston Celtics,Boston Celtics,4th quarter,1,,,,88,106
1181,play_181,dribble,20:47:28,Payton Pritchard,Boston Celtics,Boston Celtics,4th quarter,1,,,,88,106
1182,play_181,pass,20:47:36,Payton Pritchard,Boston Celtics,Boston Celtics,4th quarter,1,,,,88,106
1183,play_181,shot-miss,20:47:38,Sam Hauser,Boston Celtics,Boston Celtics,4th quarter,0,jump shot,27,3,88,106
1184,play_182,defensive-rebound,20:47:39,Dwight Powell,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,88,106
1185,play_182,pass,20:47:40,Dwight Powell,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,88,106
1186,play_182,dribble,20:47:40,Jaden Hardy,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,88,106
1187,play_182,game-end,20:48:00,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,88,106
